location_id,location_name,moreReview,review_rating,review_rating_category,review_date,review_content,gpt_output,gpt_total_tokens,gpt_output_sentiment,gpt_output_service,gpt_output_emotions
id_33, 香港大學綜合大樓地下2號舖,"{""author_name"": ""Liza Ng\u5433\u5c11\u840d"", ""rating"": ""5 stars"", ""review_date"": ""2 years ago"", ""review"": ""Never been so subtle & quiet with picturesque seaview, day & night""}",5,> 3 stars,> a year,"Never been so subtle & quiet with picturesque seaview, day & night","{'Sentiment': 'Neutral', 'Emotions': ['Subtle', 'Quiet', 'Picturesque'], 'Customer Service': 'NA'}",218,Neutral,NA,"['Subtle', 'Quiet', 'Picturesque']"
id_33, 香港大學綜合大樓地下2號舖,"{""author_name"": ""Victor Li"", ""rating"": ""5 stars"", ""review_date"": ""6 years ago"", ""review"": ""Enjoy Starbucks coffee with 30% discount price. Popular among campus.""}",5,> 3 stars,> a year,Enjoy Starbucks coffee with 30% discount price. Popular among campus.,"{'Sentiment': 'Positive', 'Emotions': ['Enjoyable', 'Popular', 'Discounted'], 'Customer Service': 'NA'}",216,Positive,NA,"['Enjoyable', 'Popular', 'Discounted']"
id_33, 香港大學綜合大樓地下2號舖,"{""author_name"": ""Hsu George"", ""rating"": ""3 stars"", ""review_date"": ""a year ago"", ""review"": ""The coffee is good. Service ordinary""}",3,<= 3 stars,> a year,The coffee is good. Service ordinary,"{'Sentiment': 'Neutral', 'Emotions': ['Good', 'Ordinary', 'NA'], 'Customer Service': 'NA'}",209,Neutral,NA,"['Good', 'Ordinary', 'NA']"
id_33, 香港大學綜合大樓地下2號舖,"{""author_name"": ""Sean Massa"", ""rating"": ""1 star"", ""review_date"": ""a year ago"", ""review"": ""20 minute wait for mobile order latte""}",1,<= 3 stars,> a year,20 minute wait for mobile order latte,"{'Sentiment': 'Neutral', 'Emotions': ['Impatient', 'Frustrated', 'Annoyed'], 'Customer Service': 'NA'}",216,Neutral,NA,"['Impatient', 'Frustrated', 'Annoyed']"
id_33, 香港大學綜合大樓地下2號舖,"{""author_name"": ""William Tang"", ""rating"": ""3 stars"", ""review_date"": ""a year ago"", ""review"": ""Small. Not good.""}",3,<= 3 stars,> a year,Small. Not good.,"{'Sentiment': 'Negative', 'Emotions': ['Disappointing', 'Unsatisfactory', 'Unimpressive'], 'Customer Service': 'NA'}",212,Negative,NA,"['Disappointing', 'Unsatisfactory', 'Unimpressive']"
id_33, 香港大學綜合大樓地下2號舖,"{""author_name"": ""Gabriela Sofia"", ""rating"": ""5 stars"", ""review_date"": ""4 years ago"", ""review"": ""good price inside HKU""}",5,> 3 stars,> a year,good price inside HKU,"{'Sentiment': 'Neutral', 'Emotions': ['Good', 'Affordable', 'Convenient'], 'Customer Service': 'NA'}",208,Neutral,NA,"['Good', 'Affordable', 'Convenient']"
id_33, 香港大學綜合大樓地下2號舖,"{""author_name"": ""Ahmed Zaeneldin"", ""rating"": ""5 stars"", ""review_date"": ""2 years ago"", ""review"": ""Very good as usual""}",5,> 3 stars,> a year,Very good as usual,"{'Sentiment': 'Positive', 'Emotions': ['Satisfactory', 'Consistent', 'Pleasant'], 'Customer Service': 'NA'}",210,Positive,NA,"['Satisfactory', 'Consistent', 'Pleasant']"
id_33, 香港大學綜合大樓地下2號舖,"{""author_name"": ""\u9673\u6cd5\u62c9\uff08Cat3\uff09"", ""rating"": ""4 stars"", ""review_date"": ""a year ago"", ""review"": ""Have a break, coffee""}",4,> 3 stars,> a year,"Have a break, coffee","{'Sentiment': 'Neutral', 'Emotions': ['Relaxing', 'Refreshing', 'Satisfying'], 'Customer Service': 'NA'}",210,Neutral,NA,"['Relaxing', 'Refreshing', 'Satisfying']"
id_33, 香港大學綜合大樓地下2號舖,"{""author_name"": ""Benjoman Choi"", ""rating"": ""5 stars"", ""review_date"": ""a year ago"", ""review"": ""Online Apps purchase""}",5,> 3 stars,> a year,Online Apps purchase,"{'Sentiment': 'Neutral', 'Emotions': ['Convenient', 'Efficient', 'Impersonal'], 'Customer Service': 'NA'}",208,Neutral,NA,"['Convenient', 'Efficient', 'Impersonal']"
id_33, 香港大學綜合大樓地下2號舖,"{""author_name"": ""noemi amador"", ""rating"": ""5 stars"", ""review_date"": ""3 years ago"", ""review"": ""love it""}",5,> 3 stars,> a year,love it,"{'Sentiment': 'Positive', 'Emotions': ['Adoration', 'Affectionate', 'Fondness'], 'Customer Service': 'NA'}",208,Positive,NA,"['Adoration', 'Affectionate', 'Fondness']"
id_48,The Henry*,"{""author_name"": ""Jack Poon"", ""rating"": ""5 stars"", ""review_date"": ""a year ago"", ""review"": ""I\u2019ve always been a Starbucks fan. I bought their coffee beans to make coffee myself.  Right now, my favourite is Pike Place. They also served vegetarian sandwiches, wraps, etc.  I wish the price is cheaper. I go for the impossible meat series because they taste good!""}",5,> 3 stars,> a year,"I’ve always been a Starbucks fan. I bought their coffee beans to make coffee myself.  Right now, my favourite is Pike Place. They also served vegetarian sandwiches, wraps, etc.  I wish the price is cheaper. I go for the impossible meat series because they taste good!","{'Sentiment': 'Positive', 'Emotions': ['Favourable', 'Wishful', 'Satisfied'], 'Customer Service': 'NA'}",264,Positive,NA,"['Favourable', 'Wishful', 'Satisfied']"
id_48,The Henry*,"{""author_name"": ""EY"", ""rating"": ""1 star"", ""review_date"": ""6 months ago"", ""review"": ""ordered a vanilla sweet cream cold brew but it was way too watery and not even milky""}",1,<= 3 stars,<= a year,ordered a vanilla sweet cream cold brew but it was way too watery and not even milky,"{'Sentiment': 'Negative', 'Emotions': ['Watery', 'Disappointing', 'Unsatisfactory'], 'Customer Service': 'NA'}",226,Negative,NA,"['Watery', 'Disappointing', 'Unsatisfactory']"
id_48,The Henry*,"{""author_name"": ""Mark Lam"", ""rating"": ""1 star"", ""review_date"": ""a week ago"", ""review"": ""Extremely slow to take orders""}",1,<= 3 stars,<= a year,Extremely slow to take orders,"{'Sentiment': 'Negative', 'Emotions': ['Frustrated', 'Impatient', 'Annoyed'], 'Customer Service': 'NA'}",214,Negative,NA,"['Frustrated', 'Impatient', 'Annoyed']"
id_48,The Henry*,"{""author_name"": ""Joaquim D'Silva"", ""rating"": ""4 stars"", ""review_date"": ""2 years ago"", ""review"": ""Fresh coffees [one of the best] to your liking. Even the staff are very polite but unfortunately they miss out the greetings like \""good morning\"". Coffee tastes better when you hear a warm welcome greeting like \""Good morning\"", \""Welcome\"" or \""Hello\""""}",4,> 3 stars,> a year,"Fresh coffees [one of the best] to your liking. Even the staff are very polite but unfortunately they miss out the greetings like ""good morning"". Coffee tastes better when you hear a warm welcome greeting like ""Good morning"", ""Welcome"" or ""Hello""","{'Sentiment': 'Neutral', 'Emotions': ['Polite', 'Warm', 'Better'], 'Customer Service': 'NA'}",255,Neutral,NA,"['Polite', 'Warm', 'Better']"
id_48,The Henry*,"{""author_name"": ""Eve K"", ""rating"": ""2 stars"", ""review_date"": ""2 years ago"", ""review"": ""Really cold... super strong AC. Food there is not so fresh as compared to other braches. I.E food turnover for their bakery is rather infrequent and is quite old (had their cake) so avoid eating here and just opt for the coffee here if possible.""}",2,<= 3 stars,> a year,Really cold... super strong AC. Food there is not so fresh as compared to other braches. I.E food turnover for their bakery is rather infrequent and is quite old (had their cake) so avoid eating here and just opt for the coffee here if possible.,"{'Sentiment': 'Negative', 'Emotions': ['Cold', 'Old', 'Infrequent'], 'Customer Service': 'NA'}",255,Negative,NA,"['Cold', 'Old', 'Infrequent']"
id_48,The Henry*,"{""author_name"": ""Bloggers Boyfriend"", ""rating"": ""2 stars"", ""review_date"": ""3 years ago"", ""review"": ""wifi is Slow AF and limited 30 minutes per transaction. \ud83d\ude44 \u2026""}",2,<= 3 stars,> a year,wifi is Slow AF and limited 30 minutes per transaction. 🙄 …,"{'Sentiment': 'Negative', 'Emotions': ['Frustrated', 'Annoyed', 'Disappointed'], 'Customer Service': 'NA'}",224,Negative,NA,"['Frustrated', 'Annoyed', 'Disappointed']"
id_48,The Henry*,"{""author_name"": ""Dmitry Belousov"", ""rating"": ""3 stars"", ""review_date"": ""5 years ago"", ""review"": ""Typical Starbucks, not very crowded but extremely small. WiFi is activated for 30 mins only using activation code from the receipt. Toilets are dirty.""}",3,<= 3 stars,> a year,"Typical Starbucks, not very crowded but extremely small. WiFi is activated for 30 mins only using activation code from the receipt. Toilets are dirty.","{'Sentiment': 'Negative', 'Emotions': ['Crowded', 'Small', 'Dirty'], 'Customer Service': 'NA'}",233,Negative,NA,"['Crowded', 'Small', 'Dirty']"
id_48,The Henry*,"{""author_name"": ""Michael JD Castro"", ""rating"": ""5 stars"", ""review_date"": ""3 years ago"", ""review"": ""Staff are prompt and helpful, remembers my usual orders which is a definite plus.""}",5,> 3 stars,> a year,"Staff are prompt and helpful, remembers my usual orders which is a definite plus.","{'Sentiment': 'Positive', 'Emotions': ['Helpful', 'Prompt', 'Memorable'], 'Customer Service': 'Positive'}",218,Positive,Positive,"['Helpful', 'Prompt', 'Memorable']"
id_48,The Henry*,"{""author_name"": ""Lilly-Beth Bushell"", ""rating"": ""3 stars"", ""review_date"": ""2 years ago"", ""review"": ""service wasn't great, nice food and drinks tho""}",3,<= 3 stars,> a year,"service wasn't great, nice food and drinks tho","{'Sentiment': 'Neutral', 'Emotions': ['Nice', 'Great', 'Neutral'], 'Customer Service': 'Negative'}",211,Neutral,Negative,"['Nice', 'Great', 'Neutral']"
id_48,The Henry*,"{""author_name"": ""\u5229\u840a\u60e0\u6c11Leynoid Whitzman"", ""rating"": ""3 stars"", ""review_date"": ""2 years ago"", ""review"": ""Serene corner, tastful coffee and food, nice location and ambient.""}",3,<= 3 stars,> a year,"Serene corner, tastful coffee and food, nice location and ambient.","{'Sentiment': 'Positive', 'Emotions': ['Serene', 'Tasteful', 'Nice'], 'Customer Service': 'NA'}",218,Positive,NA,"['Serene', 'Tasteful', 'Nice']"
id_48,The Henry*,"{""author_name"": ""Kdbdbsk Idbdjfk"", ""rating"": ""4 stars"", ""review_date"": ""6 years ago"", ""review"": ""All good, relatively small and too cold on the day of my visit""}",4,> 3 stars,> a year,"All good, relatively small and too cold on the day of my visit","{'Sentiment': 'Neutral', 'Emotions': ['Good', 'Small', 'Cold'], 'Customer Service': 'NA'}",215,Neutral,NA,"['Good', 'Small', 'Cold']"
id_48,The Henry*,"{""author_name"": ""KWAI LING VANESSA TAM"", ""rating"": ""2 stars"", ""review_date"": ""3 years ago"", ""review"": ""Quiet place. But most of their staffs are unpleasant.""}",2,<= 3 stars,> a year,Quiet place. But most of their staffs are unpleasant.,"{'Sentiment': 'Negative', 'Emotions': ['Unpleasant', 'Quiet', 'Reserved'], 'Customer Service': 'NA'}",213,Negative,NA,"['Unpleasant', 'Quiet', 'Reserved']"
id_48,The Henry*,"{""author_name"": ""Alfred Chan"", ""rating"": ""4 stars"", ""review_date"": ""3 years ago"", ""review"": ""Good service. Nice place for a short break""}",4,> 3 stars,> a year,Good service. Nice place for a short break,"{'Sentiment': 'Positive', 'Emotions': ['Good', 'Nice', 'Short'], 'Customer Service': 'NA'}",210,Positive,NA,"['Good', 'Nice', 'Short']"
id_48,The Henry*,"{""author_name"": ""Michael Davies"", ""rating"": ""5 stars"", ""review_date"": ""10 months ago"", ""review"": ""Great service as usual""}",5,> 3 stars,<= a year,Great service as usual,"{'Sentiment': 'Positive', 'Emotions': ['Great', 'Usual', 'Service'], 'Customer Service': 'NA'}",206,Positive,NA,"['Great', 'Usual', 'Service']"
id_48,The Henry*,"{""author_name"": ""Jamil Ahmad"", ""rating"": ""4 stars"", ""review_date"": ""4 years ago"", ""review"": ""Same old Starbucks but practical location and quite place in an always chaotic area.""}",4,> 3 stars,> a year,Same old Starbucks but practical location and quite place in an always chaotic area.,"{'Sentiment': 'Neutral', 'Emotions': ['Practical', 'Quiet', 'Chaotic'], 'Customer Service': 'NA'}",217,Neutral,NA,"['Practical', 'Quiet', 'Chaotic']"
id_48,The Henry*,"{""author_name"": ""Douglas Baird"", ""rating"": ""4 stars"", ""review_date"": ""5 years ago"", ""review"": ""Small store but the usual coffee. Friendly helpful staff!""}",4,> 3 stars,> a year,Small store but the usual coffee. Friendly helpful staff!,"{'Sentiment': 'Positive', 'Emotions': ['Small', 'Usual', 'Friendly'], 'Customer Service': 'Positive'}",213,Positive,Positive,"['Small', 'Usual', 'Friendly']"
id_48,The Henry*,"{""author_name"": ""William Thong"", ""rating"": ""4 stars"", ""review_date"": ""4 years ago"", ""review"": ""Cosy but music is too soft, almost unheardable""}",4,> 3 stars,> a year,"Cosy but music is too soft, almost unheardable","{'Sentiment': 'Neutral', 'Emotions': ['Cosy', 'Soft', 'Unheardable'], 'Customer Service': 'NA'}",215,Neutral,NA,"['Cosy', 'Soft', 'Unheardable']"
id_48,The Henry*,"{""author_name"": ""Colin Sze"", ""rating"": ""5 stars"", ""review_date"": ""a year ago"", ""review"": ""A global success you have chosen""}",5,> 3 stars,> a year,A global success you have chosen,"{'Sentiment': 'Neutral', 'Emotions': ['Global', 'Successful', 'Chosen'], 'Customer Service': 'NA'}",208,Neutral,NA,"['Global', 'Successful', 'Chosen']"
id_48,The Henry*,"{""author_name"": ""Annebabe Cheer"", ""rating"": ""3 stars"", ""review_date"": ""2 years ago"", ""review"": ""The cake is not tasty, and quite expensive""}",3,<= 3 stars,> a year,"The cake is not tasty, and quite expensive","{'Sentiment': 'Negative', 'Emotions': ['Unpleasant', 'Overpriced', 'Disappointing'], 'Customer Service': 'NA'}",215,Negative,NA,"['Unpleasant', 'Overpriced', 'Disappointing']"
id_48,The Henry*,"{""author_name"": ""\u30b1\u30fc\u30d3"", ""rating"": ""4 stars"", ""review_date"": ""a year ago"", ""review"": ""Risotto Bianco is the best!!""}",4,> 3 stars,> a year,Risotto Bianco is the best!!,"{'Sentiment': 'Positive', 'Emotions': ['Delicious', 'Amazing', 'Satisfying'], 'Customer Service': 'NA'}",213,Positive,NA,"['Delicious', 'Amazing', 'Satisfying']"
id_93,Imperial Kennedy,"{""author_name"": ""Mugi Yamamoto"", ""rating"": ""4 stars"", ""review_date"": ""4 months ago"", ""review"": ""I had a very good experience at Starbucks this morning. As it was quite early most hipster coffee shops were still closed but Starbucks was reliably shining in the dark alley.\n\nI stepped in and and ordered my coffee and breakfast. The barista was very speedy and efficient, but not very chatty besides getting order fulfilled.\nI got a drip coffee with today\u2018s beans, Starbucks House Blend which I always have been a fan of, so I enjoyed that very much.\nThe store was quite empty and very clean. The pastries were layed out in an orderly manner and looked fresh.\n\n3 things to improve for a 5 star review next time:\n- ask if it\u2018s for here or to go, for sustainability I prefer a mug when I have my coffee in the store.\n- the door has a button to be opened which I find a bit unhygienic. I would prefer a motion sensor which would work well as the door is inside a Starbucks-only corridor.\n- I felt quite cold, I think that the AC was on although it was only 18\u00b0C outside.""}",4,> 3 stars,<= a year,"I had a very good experience at Starbucks this morning. As it was quite early most hipster coffee shops were still closed but Starbucks was reliably shining in the dark alley.

I stepped in and and ordered my coffee and breakfast. The barista was very speedy and efficient, but not very chatty besides getting order fulfilled.
I got a drip coffee with today‘s beans, Starbucks House Blend which I always have been a fan of, so I enjoyed that very much.
The store was quite empty and very clean. The pastries were layed out in an orderly manner and looked fresh.

3 things to improve for a 5 star review next time:
- ask if it‘s for here or to go, for sustainability I prefer a mug when I have my coffee in the store.
- the door has a button to be opened which I find a bit unhygienic. I would prefer a motion sensor which would work well as the door is inside a Starbucks-only corridor.
- I felt quite cold, I think that the AC was on although it was only 18°C outside.","{'Sentiment': 'Positive', 'Emotions': ['Efficient', 'Enjoyed', 'Clean'], 'Customer Service': 'NA'}",419,Positive,NA,"['Efficient', 'Enjoyed', 'Clean']"
id_93,Imperial Kennedy,"{""author_name"": ""Lisa Tang"", ""rating"": ""3 stars"", ""review_date"": ""5 years ago"", ""review"": ""Nice and quite. However, its not busy and with the super slow severice that is kind of unacceptable.""}",3,<= 3 stars,> a year,"Nice and quite. However, its not busy and with the super slow severice that is kind of unacceptable.","{'Sentiment': 'Negative', 'Emotions': ['Quiet', 'Nice', 'Unacceptable'], 'Customer Service': 'Negative'}",223,Negative,Negative,"['Quiet', 'Nice', 'Unacceptable']"
id_93,Imperial Kennedy,"{""author_name"": ""Tareq Muhmood"", ""rating"": ""4 stars"", ""review_date"": ""3 years ago"", ""review"": ""Always a good shelter to jump into from the hustle and bustle of K town.   Although it is standard fare.. there is something special about this Starbucks given its location in the heart of K Town""}",4,> 3 stars,> a year,Always a good shelter to jump into from the hustle and bustle of K town.   Although it is standard fare.. there is something special about this Starbucks given its location in the heart of K Town,"{'Sentiment': 'Positive', 'Emotions': ['Relaxing', 'Comforting', 'Special'], 'Customer Service': 'NA'}",244,Positive,NA,"['Relaxing', 'Comforting', 'Special']"
id_93,Imperial Kennedy,"{""author_name"": ""Brian"", ""rating"": ""2 stars"", ""review_date"": ""2 years ago"", ""review"": ""Nice ambiance.\nGood average coffee (starbucks standard);\nBut.. the staff should really learn how to clean intermittently... .\nSome of the tables can be so sticky It is like an insect trap.\nNow of all times, kinda important.""}",2,<= 3 stars,> a year,"Nice ambiance.
Good average coffee (starbucks standard);
But.. the staff should really learn how to clean intermittently... .
Some of the tables can be so sticky It is like an insect trap.
Now of all times, kinda important.","{'Sentiment': 'Neutral', 'Emotions': ['Nice', 'Average', 'Important'], 'Customer Service': 'NA'}",248,Neutral,NA,"['Nice', 'Average', 'Important']"
id_93,Imperial Kennedy,"{""author_name"": ""Adam Newbold"", ""rating"": ""5 stars"", ""review_date"": ""2 years ago"", ""review"": ""Friendly staff make this an inviting Starbucks to visit and do work in. I spent a few hours enjoying my coffee and getting some work done. Staff are efficient and hospitable. I would gladly return if I'm in the area. Coffee itself is standard Starbucks.""}",5,> 3 stars,> a year,Friendly staff make this an inviting Starbucks to visit and do work in. I spent a few hours enjoying my coffee and getting some work done. Staff are efficient and hospitable. I would gladly return if I'm in the area. Coffee itself is standard Starbucks.,"{'Sentiment': 'Positive', 'Emotions': ['Friendly', 'Efficient', 'Hospitable'], 'Customer Service': 'Positive'}",255,Positive,Positive,"['Friendly', 'Efficient', 'Hospitable']"
id_93,Imperial Kennedy,"{""author_name"": ""Gideon Oi"", ""rating"": ""5 stars"", ""review_date"": ""3 years ago"", ""review"": ""Very nice staff. Went over everyday for 3 days and they remembered my order. Best part about it is, the staff were on rotation and it wasn't the same staff everytime i went down.\nNice place to get some Work done and chill with some coffee to end the day""}",5,> 3 stars,> a year,"Very nice staff. Went over everyday for 3 days and they remembered my order. Best part about it is, the staff were on rotation and it wasn't the same staff everytime i went down.
Nice place to get some Work done and chill with some coffee to end the day","{'Sentiment': 'Positive', 'Emotions': ['Friendly', 'Efficient', 'Relaxing'], 'Customer Service': 'NA'}",260,Positive,NA,"['Friendly', 'Efficient', 'Relaxing']"
id_93,Imperial Kennedy,"{""author_name"": ""Kelly H"", ""rating"": ""2 stars"", ""review_date"": ""3 years ago"", ""review"": ""Air conditioning hasnt been functioning for about a month now! Cannot possible use the cafe in this heat. Often dirty tables which havent been wiped and also dirty cups and plates left on tables. There are also alot of flies and mosquitos. This place needs a revamp!""}",2,<= 3 stars,> a year,Air conditioning hasnt been functioning for about a month now! Cannot possible use the cafe in this heat. Often dirty tables which havent been wiped and also dirty cups and plates left on tables. There are also alot of flies and mosquitos. This place needs a revamp!,"{'Sentiment': 'Negative', 'Emotions': ['Frustrated', 'Disgusted', 'Uncomfortable'], 'Customer Service': 'NA'}",265,Negative,NA,"['Frustrated', 'Disgusted', 'Uncomfortable']"
id_93,Imperial Kennedy,"{""author_name"": ""Sachin Pradhan"", ""rating"": ""5 stars"", ""review_date"": ""a year ago"", ""review"": ""Beautiful an amazing place \ud83e\udd70 \u2026""}",5,> 3 stars,> a year,Beautiful an amazing place 🥰 …,"{'Sentiment': 'Positive', 'Emotions': ['Beautiful', 'Amazing', 'Lovely'], 'Customer Service': 'NA'}",210,Positive,NA,"['Beautiful', 'Amazing', 'Lovely']"
id_93,Imperial Kennedy,"{""author_name"": ""Alu LO"", ""rating"": ""2 stars"", ""review_date"": ""3 years ago"", ""review"": ""Dunno why shut down the Air condition in summer? Just only operate a mobile fan machine. For environmental issue? Save energy?\nNever go again if still shut down the AC.""}",2,<= 3 stars,> a year,"Dunno why shut down the Air condition in summer? Just only operate a mobile fan machine. For environmental issue? Save energy?
Never go again if still shut down the AC.","{'Sentiment': 'Negative', 'Emotions': ['Frustrated', 'Disappointed', 'Confused'], 'Customer Service': 'NA'}",242,Negative,NA,"['Frustrated', 'Disappointed', 'Confused']"
id_93,Imperial Kennedy,"{""author_name"": ""Ma Gina Aclan"", ""rating"": ""5 stars"", ""review_date"": ""6 months ago"", ""review"": ""peaceful and enjoyable \ud83d\ude09 with a good company \u2764\ufe0f""}",5,> 3 stars,<= a year,peaceful and enjoyable 😉 with a good company ❤️,"{'Sentiment': 'Positive', 'Emotions': ['Peaceful', 'Enjoyable', 'Good'], 'Customer Service': 'NA'}",214,Positive,NA,"['Peaceful', 'Enjoyable', 'Good']"
id_93,Imperial Kennedy,"{""author_name"": ""Alexandra Edwards"", ""rating"": ""5 stars"", ""review_date"": ""a year ago"", ""review"": ""Quick and efficient service, the air con can get bit too high!""}",5,> 3 stars,> a year,"Quick and efficient service, the air con can get bit too high!","{'Sentiment': 'Positive', 'Emotions': ['Quick', 'Efficient', 'High'], 'Customer Service': 'NA'}",216,Positive,NA,"['Quick', 'Efficient', 'High']"
